val_loss,val_acc,loss,acc
0.3016608423734848,0.8734549735138316,0.304927125724517,0.8792875018489039
0.1918995716138192,0.9305473808473247,0.18509631722438333,0.9344913881937288
0.21833114949586183,0.9211300765155974,0.15620262231845033,0.9472986898365383
0.11165707055841073,0.9664508534432019,0.14243132736543204,0.9514205800176071
0.15930641713108717,0.9523248970333165,0.13908997228914502,0.9530398940085382
0.11974427792922829,0.9587992937021778,0.13656359022993517,0.9555424701986758
0.11774044669177898,0.9635079458505003,0.12248733453754208,0.9611364640070661
0.10404200539247227,0.9699823425544438,0.12658056716386534,0.9577506256440453
0.10712685258406762,0.9658622719246616,0.1243197986162101,0.9568673634623878
0.11222262918870192,0.9640965273690406,0.11739668381960736,0.9598115707345797
