val_loss,val_acc,loss,acc
0.1868994197379293,0.9381625441696113,0.30560632315424563,0.8700323815130998
0.14566066759354374,0.9570082449941107,0.17509483761179612,0.9393582573033867
0.1682603368349154,0.9352179034157833,0.16082405561264873,0.9470120694730645
0.27366868065158945,0.8898704358068316,0.14760588630178517,0.9490727112333249
0.11471647018889235,0.9628975265017667,0.13862897575884173,0.951869296402941
0.12568330743708797,0.9617196702002355,0.1344961563159797,0.954224315572564
0.20716516689361195,0.9299175500588928,0.12851868125053234,0.9589343538065325
0.1181044571882704,0.9570082449941107,0.12765848831390683,0.9552546364088286
0.45781499393135133,0.8539458186101295,0.12303791807820236,0.9584927877539005
0.1247988360614743,0.9534746760895171,0.1245263824938482,0.9586399764498087
