val_loss,val_acc,loss,acc
0.21457421543704824,0.9299587992937022,0.29895429904140114,0.8784042396672463
0.16653549533036963,0.9523248969982343,0.1766563060696322,0.9400853820108935
0.13957559349801416,0.9523248969982343,0.15309109126066717,0.9505373178359494
0.13468780940186983,0.949970570924073,0.13849236157757183,0.9548064183806279
0.17438312732626088,0.9493819894055326,0.1346444774934018,0.9568673634799366
0.1908862406169758,0.9446733372572101,0.13477919511327016,0.9530398940085382
0.11371522848815024,0.9617422012948793,0.12710001394229417,0.9599587810981893
0.12365286476611916,0.9535020600353149,0.11686921339489198,0.9587810982068614
0.12147142553840133,0.9658622719246616,0.1291150013016405,0.9568673634623878
0.16572883986528653,0.9623307828134197,0.10838278696811833,0.9658471956425733
