val_loss,val_acc,loss,acc
0.18824486613484237,0.9375736160188457,0.30661009417252966,0.8819546658816603
0.18717427337618964,0.9440518256772674,0.1905475861409639,0.9359729172448604
0.20271602055349675,0.9269729093050648,0.16348494482735237,0.9443626729467177
0.14221785888975338,0.9493521790341578,0.1508529711320606,0.9517221077070329
0.17466968802842986,0.9411071849234394,0.1424807665986386,0.951869296402941
0.23279677802154924,0.9104829210836278,0.13546138285081596,0.9548130703211041
0.12440357074959837,0.9658421672555948,0.12642679898101755,0.9586399764498087
0.13578532110281,0.9664310954063604,0.11596854886904794,0.9605534294966147
0.13680486707088815,0.9617196702002355,0.12497491921384019,0.9558433912275537
0.1295244717066592,0.9623085983510011,0.11786323684507041,0.9605534294966147
