Time,ECG1,ECG2
2021-08-19 06:39:29.836,0.1,-0.295
2021-08-19 06:39:29.840,0.115,-0.27
2021-08-19 06:39:29.844,0.095,-0.255
2021-08-19 06:39:29.848,0.095,-0.21
2021-08-19 06:39:29.852,0.13,-0.21
2021-08-19 06:39:29.856,0.155,-0.215
2021-08-19 06:39:29.860,0.165,-0.205
2021-08-19 06:39:29.864,0.21,-0.195
2021-08-19 06:39:29.868,0.22,-0.185
2021-08-19 06:39:29.872,0.24,-0.21
2021-08-19 06:39:29.876,0.225,-0.23
2021-08-19 06:39:29.880,0.21,-0.225
2021-08-19 06:39:29.884,0.18,-0.22
2021-08-19 06:39:29.888,0.175,-0.23
2021-08-19 06:39:29.892,0.19,-0.235
2021-08-19 06:39:29.896,0.195,-0.24
2021-08-19 06:39:29.900,0.175,-0.265
2021-08-19 06:39:29.904,0.195,-0.265
2021-08-19 06:39:29.908,0.185,-0.295
2021-08-19 06:39:29.912,0.2,-0.3
2021-08-19 06:39:29.916,0.2,-0.3
2021-08-19 06:39:29.920,0.18,-0.305
2021-08-19 06:39:29.924,0.18,-0.315
2021-08-19 06:39:29.928,0.185,-0.32
2021-08-19 06:39:29.932,0.205,-0.32
2021-08-19 06:39:29.936,0.185,-0.33
2021-08-19 06:39:29.940,0.19,-0.33
2021-08-19 06:39:29.944,0.17,-0.325
2021-08-19 06:39:29.948,0.16,-0.31
2021-08-19 06:39:29.952,0.155,-0.33
2021-08-19 06:39:29.956,0.18,-0.335
2021-08-19 06:39:29.960,0.18,-0.345
2021-08-19 06:39:29.964,0.175,-0.345
2021-08-19 06:39:29.968,0.185,-0.355
2021-08-19 06:39:29.972,0.18,-0.32
2021-08-19 06:39:29.976,0.18,-0.325
2021-08-19 06:39:29.980,0.185,-0.35
2021-08-19 06:39:29.984,0.185,-0.34
2021-08-19 06:39:29.988,0.185,-0.375
2021-08-19 06:39:29.992,0.2,-0.36
2021-08-19 06:39:29.996,0.19,-0.335
2021-08-19 06:39:30.000,0.16,-0.31
2021-08-19 06:39:30.004,0.17,-0.29
2021-08-19 06:39:30.008,0.18,-0.23
2021-08-19 06:39:30.012,0.165,-0.155
2021-08-19 06:39:30.016,0.165,-0.08
2021-08-19 06:39:30.020,0.175,0.055
2021-08-19 06:39:30.024,0.175,0.19
2021-08-19 06:39:30.028,0.165,0.325
2021-08-19 06:39:30.032,0.185,0.475
2021-08-19 06:39:30.036,0.18,0.645
2021-08-19 06:39:30.040,0.23,0.82
2021-08-19 06:39:30.044,0.285,1.02
2021-08-19 06:39:30.048,0.34,1.165
2021-08-19 06:39:30.052,0.385,1.32
2021-08-19 06:39:30.056,0.465,1.435
2021-08-19 06:39:30.060,0.52,1.525
2021-08-19 06:39:30.064,0.63,1.635
2021-08-19 06:39:30.068,0.71,1.76
2021-08-19 06:39:30.072,0.77,1.915
2021-08-19 06:39:30.108,1.53,1.615
2021-08-19 06:39:30.112,1.71,1.145
2021-08-19 06:39:30.116,1.91,0.665
2021-08-19 06:39:30.140,1.945,-0.52
2021-08-19 06:39:30.144,1.79,-0.655
2021-08-19 06:39:30.148,1.63,-0.795
2021-08-19 06:39:30.152,1.485,-0.87
2021-08-19 06:39:30.156,1.41,-0.98
2021-08-19 06:39:30.160,1.325,-1.065
2021-08-19 06:39:30.164,1.245,-1.105
2021-08-19 06:39:30.168,1.125,-1.11
2021-08-19 06:39:30.172,0.96,-1.13
2021-08-19 06:39:30.176,0.79,-1.135
2021-08-19 06:39:30.180,0.62,-1.17
2021-08-19 06:39:30.184,0.44,-1.19
2021-08-19 06:39:30.188,0.185,-1.2
2021-08-19 06:39:30.192,-0.07,-1.195
2021-08-19 06:39:30.196,-0.21,-1.205
2021-08-19 06:39:30.200,-0.305,-1.24
2021-08-19 06:39:30.204,-0.335,-1.24
2021-08-19 06:39:30.208,-0.35,-1.265
2021-08-19 06:39:30.212,-0.38,-1.265
2021-08-19 06:39:30.216,-0.405,-1.27
2021-08-19 06:39:30.220,-0.41,-1.28
2021-08-19 06:39:30.224,-0.415,-1.29
2021-08-19 06:39:30.228,-0.455,-1.295
2021-08-19 06:39:30.232,-0.485,-1.315
2021-08-19 06:39:30.236,-0.485,-1.32
2021-08-19 06:39:30.240,-0.49,-1.34
2021-08-19 06:39:30.244,-0.51,-1.35
2021-08-19 06:39:30.248,-0.51,-1.375
2021-08-19 06:39:30.252,-0.515,-1.36
2021-08-19 06:39:30.256,-0.525,-1.39
2021-08-19 06:39:30.260,-0.545,-1.4
2021-08-19 06:39:30.264,-0.54,-1.425
2021-08-19 06:39:30.268,-0.575,-1.415
2021-08-19 06:39:30.272,-0.55,-1.435
2021-08-19 06:39:30.276,-0.57,-1.46
2021-08-19 06:39:30.280,-0.57,-1.45
2021-08-19 06:39:30.284,-0.6,-1.465
2021-08-19 06:39:30.288,-0.6,-1.47
2021-08-19 06:39:30.292,-0.62,-1.485
2021-08-19 06:39:30.296,-0.625,-1.47
2021-08-19 06:39:30.300,-0.635,-1.495
2021-08-19 06:39:30.304,-0.645,-1.49
2021-08-19 06:39:30.308,-0.66,-1.505
2021-08-19 06:39:30.312,-0.67,-1.46
2021-08-19 06:39:30.316,-0.685,-1.48
2021-08-19 06:39:30.320,-0.685,-1.475
2021-08-19 06:39:30.324,-0.67,-1.45
2021-08-19 06:39:30.328,-0.695,-1.455
2021-08-19 06:39:30.332,-0.705,-1.435
2021-08-19 06:39:30.336,-0.715,-1.415
2021-08-19 06:39:30.340,-0.73,-1.385
2021-08-19 06:39:30.344,-0.725,-1.37
2021-08-19 06:39:30.348,-0.745,-1.35
2021-08-19 06:39:30.352,-0.755,-1.33
2021-08-19 06:39:30.356,-0.75,-1.285
2021-08-19 06:39:30.360,-0.75,-1.245
2021-08-19 06:39:30.364,-0.77,-1.215
2021-08-19 06:39:30.368,-0.75,-1.18
2021-08-19 06:39:30.372,-0.74,-1.125
2021-08-19 06:39:30.376,-0.75,-1.075
2021-08-19 06:39:30.380,-0.74,-1.045
2021-08-19 06:39:30.384,-0.73,-0.985
2021-08-19 06:39:30.388,-0.705,-0.96
2021-08-19 06:39:30.392,-0.69,-0.92
2021-08-19 06:39:30.396,-0.675,-0.875
2021-08-19 06:39:30.400,-0.645,-0.83
2021-08-19 06:39:30.404,-0.62,-0.77
2021-08-19 06:39:30.408,-0.61,-0.745
2021-08-19 06:39:30.412,-0.58,-0.685
2021-08-19 06:39:30.416,-0.55,-0.68
2021-08-19 06:39:30.420,-0.495,-0.645
2021-08-19 06:39:30.424,-0.48,-0.61
2021-08-19 06:39:30.428,-0.445,-0.605
2021-08-19 06:39:30.432,-0.4,-0.565
2021-08-19 06:39:30.436,-0.39,-0.56
