Time,ECG1,ECG2
2021-08-19 12:00:00.028,-0.31,0.06
2021-08-19 12:00:00.032,-0.34,0.04
2021-08-19 12:00:00.036,-0.31,0.015
2021-08-19 12:00:00.040,-0.285,-0.02
2021-08-19 12:00:00.044,-0.175,-0.075
2021-08-19 12:00:00.048,0.005,-0.13
2021-08-19 12:00:00.052,0.285,-0.22
2021-08-19 12:00:00.056,0.57,-0.29
2021-08-19 12:00:00.060,0.77,-0.285
2021-08-19 12:00:00.064,0.785,-0.125
2021-08-19 12:00:00.068,0.445,0.145
2021-08-19 12:00:00.072,-0.105,0.51
2021-08-19 12:00:00.076,-0.58,0.65
2021-08-19 12:00:00.080,-0.85,0.63
2021-08-19 12:00:00.084,-0.87,0.335
2021-08-19 12:00:00.088,-0.71,0.035
2021-08-19 12:00:00.092,-0.525,-0.095
2021-08-19 12:00:00.096,-0.375,-0.1
2021-08-19 12:00:00.100,-0.29,-0.125
2021-08-19 12:00:00.104,-0.27,-0.055
2021-08-19 12:00:00.108,-0.26,0.025
2021-08-19 12:00:00.112,-0.28,0.065
2021-08-19 12:00:00.116,-0.29,0.09
2021-08-19 12:00:00.120,-0.28,0.09
2021-08-19 12:00:00.124,-0.275,0.09
2021-08-19 12:00:00.128,-0.31,0.09
2021-08-19 12:00:00.132,-0.32,0.09
2021-08-19 12:00:00.136,-0.32,0.07
2021-08-19 12:00:00.140,-0.365,0.1
2021-08-19 12:00:00.144,-0.375,0.09
2021-08-19 12:00:00.148,-0.385,0.085
2021-08-19 12:00:00.152,-0.36,0.08
2021-08-19 12:00:00.156,-0.33,0.075
2021-08-19 12:00:00.160,-0.31,0.095
2021-08-19 12:00:00.164,-0.28,0.095
2021-08-19 12:00:00.168,-0.29,0.08
2021-08-19 12:00:00.172,-0.28,0.07
2021-08-19 12:00:00.176,-0.255,0.05
2021-08-19 12:00:00.180,-0.275,0.05
2021-08-19 12:00:00.184,-0.245,0.05
2021-08-19 12:00:00.188,-0.225,0.055
2021-08-19 12:00:00.192,-0.215,0.03
2021-08-19 12:00:00.196,-0.23,0.045
2021-08-19 12:00:00.200,-0.21,0.05
2021-08-19 12:00:00.204,-0.205,0.045
2021-08-19 12:00:00.208,-0.23,0.04
2021-08-19 12:00:00.212,-0.18,0.055
2021-08-19 12:00:00.216,-0.185,0.06
