Time,ECG1,ECG2
2021-08-01 01:26:41.184,0.125,-0.06
2021-08-01 01:26:41.188,0.12,-0.05
2021-08-01 01:26:41.192,0.12,-0.035
2021-08-01 01:26:41.196,0.125,-0.055
2021-08-01 01:26:41.200,0.13,-0.075
2021-08-01 01:26:41.204,0.12,-0.045
2021-08-01 01:26:41.208,0.115,-0.05
2021-08-01 01:26:41.212,0.13,-0.05
2021-08-01 01:26:41.216,0.145,-0.06
2021-08-01 01:26:41.220,0.145,-0.045
2021-08-01 01:26:41.224,0.155,-0.05
2021-08-01 01:26:41.228,0.145,-0.04
2021-08-01 01:26:41.232,0.145,-0.06
2021-08-01 01:26:41.236,0.145,-0.055
2021-08-01 01:26:41.240,0.145,-0.08
2021-08-01 01:26:41.244,0.165,-0.065
2021-08-01 01:26:41.248,0.14,-0.045
2021-08-01 01:26:41.252,0.145,-0.05
2021-08-01 01:26:41.256,0.15,-0.06
2021-08-01 01:26:41.260,0.16,-0.05
2021-08-01 01:26:41.264,0.175,-0.075
2021-08-01 01:26:41.268,0.175,-0.06
2021-08-01 01:26:41.272,0.155,-0.06
2021-08-01 01:26:41.276,0.18,-0.07
2021-08-01 01:26:41.280,0.155,-0.075
2021-08-01 01:26:41.284,0.185,-0.06
2021-08-01 01:26:41.288,0.17,-0.05
2021-08-01 01:26:41.292,0.18,-0.06
2021-08-01 01:26:41.296,0.19,-0.07
2021-08-01 01:26:41.300,0.195,-0.055
2021-08-01 01:26:41.304,0.17,-0.04
2021-08-01 01:26:41.308,0.19,-0.065
2021-08-01 01:26:41.312,0.19,-0.055
2021-08-01 01:26:41.316,0.185,-0.06
2021-08-01 01:26:41.320,0.2,-0.06
2021-08-01 01:26:41.324,0.2,-0.05
2021-08-01 01:26:41.328,0.2,-0.05
2021-08-01 01:26:41.332,0.22,-0.06
2021-08-01 01:26:41.336,0.22,-0.06
2021-08-01 01:26:41.340,0.225,-0.055
2021-08-01 01:26:41.344,0.215,-0.04
2021-08-01 01:26:41.348,0.215,-0.06
2021-08-01 01:26:41.352,0.225,-0.065
2021-08-01 01:26:41.356,0.225,-0.065
2021-08-01 01:26:41.360,0.225,-0.06
2021-08-01 01:26:41.364,0.235,-0.055
2021-08-01 01:26:41.368,0.24,-0.055
2021-08-01 01:26:41.372,0.245,-0.05
2021-08-01 01:26:41.376,0.24,-0.06
2021-08-01 01:26:41.380,0.25,-0.045
2021-08-01 01:26:41.384,0.235,-0.055
2021-08-01 01:26:41.388,0.25,-0.055
2021-08-01 01:26:41.392,0.26,-0.055
2021-08-01 01:26:41.396,0.265,-0.065
2021-08-01 01:26:41.400,0.245,-0.06
2021-08-01 01:26:41.404,0.245,-0.045
2021-08-01 01:26:41.408,0.265,-0.04
2021-08-01 01:26:41.412,0.25,-0.045
2021-08-01 01:26:41.416,0.27,-0.075
2021-08-01 01:26:41.420,0.27,-0.06
2021-08-01 01:26:41.424,0.265,-0.05
2021-08-01 01:26:41.428,0.28,-0.035
2021-08-01 01:26:41.432,0.275,-0.045
2021-08-01 01:26:41.436,0.275,-0.055
2021-08-01 01:26:41.440,0.27,-0.055
2021-08-01 01:26:41.444,0.29,-0.06
2021-08-01 01:26:41.448,0.29,-0.05
2021-08-01 01:26:41.452,0.265,-0.055
2021-08-01 01:26:41.456,0.29,-0.065
2021-08-01 01:26:41.460,0.3,-0.06
2021-08-01 01:26:41.464,0.27,-0.06
2021-08-01 01:26:41.468,0.275,-0.055
2021-08-01 01:26:41.472,0.275,-0.09
2021-08-01 01:26:41.476,0.3,-0.075
2021-08-01 01:26:41.480,0.295,-0.05
2021-08-01 01:26:41.484,0.305,-0.05
2021-08-01 01:26:41.488,0.32,-0.05
2021-08-01 01:26:41.492,0.325,-0.06
2021-08-01 01:26:41.496,0.3,-0.065
2021-08-01 01:26:41.500,0.31,-0.07
2021-08-01 01:26:41.504,0.31,-0.04
2021-08-01 01:26:41.508,0.285,-0.06
2021-08-01 01:26:41.512,0.295,-0.065
2021-08-01 01:26:41.516,0.305,-0.07
2021-08-01 01:26:41.520,0.31,-0.065
2021-08-01 01:26:41.524,0.31,-0.055
2021-08-01 01:26:41.528,0.315,-0.055
2021-08-01 01:26:41.532,0.325,-0.065
2021-08-01 01:26:41.536,0.315,-0.065
2021-08-01 01:26:41.540,0.325,-0.065
2021-08-01 01:26:41.544,0.34,-0.065
2021-08-01 01:26:41.548,0.325,-0.05
2021-08-01 01:26:41.552,0.31,-0.065
2021-08-01 01:26:41.556,0.325,-0.08
2021-08-01 01:26:41.560,0.335,-0.08
2021-08-01 01:26:41.564,0.32,-0.065
2021-08-01 01:26:41.568,0.325,-0.07
2021-08-01 01:26:41.572,0.34,-0.075
2021-08-01 01:26:41.576,0.33,-0.08
2021-08-01 01:26:41.580,0.345,-0.07
2021-08-01 01:26:41.584,0.33,-0.07
2021-08-01 01:26:41.588,0.335,-0.07
2021-08-01 01:26:41.592,0.325,-0.07
2021-08-01 01:26:41.596,0.345,-0.08
2021-08-01 01:26:41.600,0.35,-0.07
2021-08-01 01:26:41.604,0.35,-0.06
2021-08-01 01:26:41.608,0.355,-0.075
2021-08-01 01:26:41.612,0.355,-0.06
2021-08-01 01:26:41.616,0.355,-0.075
2021-08-01 01:26:41.620,0.35,-0.05
2021-08-01 01:26:41.624,0.355,-0.055
2021-08-01 01:26:41.628,0.375,-0.06
2021-08-01 01:26:41.632,0.35,-0.055
2021-08-01 01:26:41.636,0.365,-0.055
2021-08-01 01:26:41.640,0.35,-0.065
2021-08-01 01:26:41.644,0.36,-0.065
2021-08-01 01:26:41.648,0.35,-0.05
2021-08-01 01:26:41.652,0.37,-0.07
2021-08-01 01:26:41.656,0.37,-0.07
2021-08-01 01:26:41.660,0.35,-0.065
2021-08-01 01:26:41.664,0.35,-0.08
2021-08-01 01:26:41.668,0.365,-0.075
2021-08-01 01:26:41.672,0.365,-0.06
2021-08-01 01:26:41.676,0.36,-0.06
2021-08-01 01:26:41.680,0.37,-0.07
2021-08-01 01:26:41.684,0.375,-0.075
2021-08-01 01:26:41.688,0.385,-0.075
2021-08-01 01:26:41.692,0.385,-0.09
2021-08-01 01:26:41.696,0.38,-0.07
2021-08-01 01:26:41.700,0.375,-0.06
2021-08-01 01:26:41.704,0.37,-0.07
2021-08-01 01:26:41.708,0.37,-0.09
2021-08-01 01:26:41.712,0.375,-0.08
2021-08-01 01:26:41.716,0.39,-0.075
2021-08-01 01:26:41.720,0.385,-0.08
2021-08-01 01:26:41.724,0.38,-0.06
2021-08-01 01:26:41.728,0.39,-0.085
2021-08-01 01:26:41.732,0.39,-0.09
2021-08-01 01:26:41.736,0.4,-0.075
2021-08-01 01:26:41.740,0.38,-0.07
2021-08-01 01:26:41.744,0.385,-0.075
2021-08-01 01:26:41.748,0.41,-0.1
2021-08-01 01:26:41.752,0.39,-0.09
2021-08-01 01:26:41.756,0.405,-0.08
2021-08-01 01:26:41.760,0.4,-0.085
2021-08-01 01:26:41.764,0.39,-0.13
2021-08-01 01:26:41.768,0.365,-0.165
2021-08-01 01:26:41.772,0.36,-0.21
2021-08-01 01:26:41.776,0.37,-0.21
2021-08-01 01:26:41.780,0.35,-0.205
2021-08-01 01:26:41.784,0.365,-0.21
2021-08-01 01:26:41.788,0.39,-0.18
2021-08-01 01:26:41.792,0.42,-0.13
2021-08-01 01:26:41.796,0.435,-0.13
2021-08-01 01:26:41.800,0.44,-0.13
2021-08-01 01:26:41.804,0.425,-0.125
2021-08-01 01:26:41.808,0.415,-0.12
2021-08-01 01:26:41.812,0.42,-0.16
2021-08-01 01:26:41.816,0.4,-0.16
2021-08-01 01:26:41.820,0.38,-0.145
2021-08-01 01:26:41.824,0.375,-0.17
2021-08-01 01:26:41.828,0.395,-0.17
2021-08-01 01:26:41.832,0.4,-0.16
2021-08-01 01:26:41.836,0.4,-0.155
2021-08-01 01:26:41.840,0.395,-0.16
2021-08-01 01:26:41.844,0.395,-0.16
2021-08-01 01:26:41.848,0.4,-0.16
2021-08-01 01:26:41.852,0.38,-0.16
2021-08-01 01:26:41.856,0.4,-0.155
2021-08-01 01:26:41.860,0.395,-0.15
2021-08-01 01:26:41.864,0.385,-0.14
2021-08-01 01:26:41.868,0.41,-0.17
2021-08-01 01:26:41.872,0.4,-0.185
2021-08-01 01:26:41.876,0.405,-0.16
2021-08-01 01:26:41.880,0.415,-0.08
2021-08-01 01:26:41.884,0.44,0.09
2021-08-01 01:26:41.888,0.47,0.29
2021-08-01 01:26:41.892,0.495,0.48
2021-08-01 01:26:41.896,0.57,0.615
2021-08-01 01:26:41.900,0.66,0.65
2021-08-01 01:26:41.904,0.71,0.61
2021-08-01 01:26:41.908,0.725,0.515
2021-08-01 01:26:41.912,0.7,0.15
2021-08-01 01:26:41.916,0.68,-0.255
2021-08-01 01:26:41.920,0.53,-0.51
2021-08-01 01:26:41.924,0.27,-0.64
2021-08-01 01:26:41.928,0.095,-0.605
2021-08-01 01:26:41.932,0.04,-0.505
2021-08-01 01:26:41.936,0.055,-0.39
2021-08-01 01:26:41.940,0.075,-0.32
2021-08-01 01:26:41.944,0.16,-0.25
2021-08-01 01:26:41.948,0.27,-0.21
2021-08-01 01:26:41.952,0.335,-0.185
2021-08-01 01:26:41.956,0.38,-0.19
2021-08-01 01:26:41.960,0.425,-0.195
2021-08-01 01:26:41.964,0.42,-0.215
2021-08-01 01:26:41.968,0.435,-0.205
2021-08-01 01:26:41.972,0.43,-0.2
2021-08-01 01:26:41.976,0.42,-0.21
2021-08-01 01:26:41.980,0.44,-0.21
2021-08-01 01:26:41.984,0.425,-0.215
2021-08-01 01:26:41.988,0.42,-0.22
2021-08-01 01:26:41.992,0.42,-0.205
2021-08-01 01:26:41.996,0.445,-0.19
2021-08-01 01:26:42.000,0.44,-0.205
2021-08-01 01:26:42.004,0.44,-0.215
2021-08-01 01:26:42.008,0.455,-0.215
2021-08-01 01:26:42.012,0.44,-0.205
2021-08-01 01:26:42.016,0.45,-0.215
2021-08-01 01:26:42.020,0.445,-0.2
2021-08-01 01:26:42.024,0.435,-0.205
2021-08-01 01:26:42.028,0.435,-0.19
2021-08-01 01:26:42.032,0.44,-0.18
2021-08-01 01:26:42.036,0.44,-0.2
2021-08-01 01:26:42.040,0.455,-0.2
2021-08-01 01:26:42.044,0.445,-0.2
2021-08-01 01:26:42.048,0.455,-0.18
2021-08-01 01:26:42.052,0.45,-0.185
2021-08-01 01:26:42.056,0.46,-0.185
2021-08-01 01:26:42.060,0.465,-0.175
2021-08-01 01:26:42.064,0.485,-0.18
2021-08-01 01:26:42.068,0.46,-0.175
2021-08-01 01:26:42.072,0.465,-0.17
2021-08-01 01:26:42.076,0.47,-0.175
2021-08-01 01:26:42.080,0.475,-0.17
2021-08-01 01:26:42.084,0.485,-0.165
2021-08-01 01:26:42.088,0.485,-0.155
2021-08-01 01:26:42.092,0.485,-0.14
2021-08-01 01:26:42.096,0.505,-0.14
2021-08-01 01:26:42.100,0.485,-0.16
2021-08-01 01:26:42.104,0.475,-0.155
2021-08-01 01:26:42.108,0.5,-0.145
2021-08-01 01:26:42.112,0.5,-0.135
2021-08-01 01:26:42.116,0.51,-0.135
2021-08-01 01:26:42.120,0.505,-0.145
