Time,ECG1,ECG2
2021-08-19 09:14:04.136,0.445,-0.09
2021-08-19 09:14:04.140,0.445,-0.1
2021-08-19 09:14:04.144,0.42,-0.105
2021-08-19 09:14:04.148,0.39,-0.125
2021-08-19 09:14:04.152,0.35,-0.15
2021-08-19 09:14:04.156,0.315,-0.155
2021-08-19 09:14:04.160,0.265,-0.14
2021-08-19 09:14:04.164,0.22,-0.14
2021-08-19 09:14:04.168,0.2,-0.125
2021-08-19 09:14:04.172,0.16,-0.115
2021-08-19 09:14:04.176,0.175,-0.08
2021-08-19 09:14:04.180,0.12,-0.055
2021-08-19 09:14:04.184,0.12,-0.045
2021-08-19 09:14:04.188,0.115,-0.065
2021-08-19 09:14:04.192,0.11,-0.05
2021-08-19 09:14:04.196,0.105,-0.065
2021-08-19 09:14:04.200,0.08,-0.055
2021-08-19 09:14:04.204,0.055,-0.055
2021-08-19 09:14:04.208,0.09,-0.07
2021-08-19 09:14:04.212,0.075,-0.07
2021-08-19 09:14:04.216,0.075,-0.08
2021-08-19 09:14:04.220,0.06,-0.085
2021-08-19 09:14:04.224,0.045,-0.085
2021-08-19 09:14:04.228,0.045,-0.1
2021-08-19 09:14:04.232,0.09,-0.12
2021-08-19 09:14:04.236,0.05,-0.145
2021-08-19 09:14:04.240,0.05,-0.125
2021-08-19 09:14:04.244,0.055,-0.15
2021-08-19 09:14:04.248,0.05,-0.14
2021-08-19 09:14:04.252,0.065,-0.16
2021-08-19 09:14:04.256,0.03,-0.165
2021-08-19 09:14:04.260,0.055,-0.165
2021-08-19 09:14:04.264,0.055,-0.16
2021-08-19 09:14:04.268,0.055,-0.175
2021-08-19 09:14:04.272,0.05,-0.145
2021-08-19 09:14:04.276,0.05,-0.15
2021-08-19 09:14:04.280,0.08,-0.13
2021-08-19 09:14:04.284,0.055,-0.12
2021-08-19 09:14:04.288,0.07,-0.115
2021-08-19 09:14:04.292,0.06,-0.105
2021-08-19 09:14:04.296,0.08,-0.09
2021-08-19 09:14:04.300,0.095,-0.065
2021-08-19 09:14:04.304,0.095,-0.07
2021-08-19 09:14:04.308,0.115,-0.07
2021-08-19 09:14:04.312,0.125,-0.08
2021-08-19 09:14:04.316,0.135,-0.06
2021-08-19 09:14:04.320,0.175,-0.055
2021-08-19 09:14:04.324,0.17,-0.015
2021-08-19 09:14:04.328,0.16,0.02
2021-08-19 09:14:04.332,0.175,0.04
2021-08-19 09:14:04.336,0.165,0.05
2021-08-19 09:14:04.340,0.135,0.035
2021-08-19 09:14:04.344,0.15,0.06
2021-08-19 09:14:04.348,0.135,0.06
2021-08-19 09:14:04.352,0.14,0.05
2021-08-19 09:14:04.356,0.17,0.075
2021-08-19 09:14:04.360,0.155,0.105
2021-08-19 09:14:04.364,0.175,0.165
2021-08-19 09:14:04.368,0.17,0.23
2021-08-19 09:14:04.372,0.18,0.34
2021-08-19 09:14:04.376,0.205,0.48
2021-08-19 09:14:04.380,0.235,0.715
2021-08-19 09:14:04.384,0.255,1.055
2021-08-19 09:14:04.388,0.31,1.365
2021-08-19 09:14:04.392,0.325,1.5
2021-08-19 09:14:04.396,0.33,1.455
2021-08-19 09:14:04.400,0.255,1.28
2021-08-19 09:14:04.404,0.205,1.01
2021-08-19 09:14:04.408,0.135,0.6
2021-08-19 09:14:04.412,0.045,0.03
2021-08-19 09:14:04.416,-0.03,-0.475
2021-08-19 09:14:04.420,-0.19,-0.655
2021-08-19 09:14:04.424,-0.38,-0.615
2021-08-19 09:14:04.428,-0.61,-0.46
2021-08-19 09:14:04.432,-0.785,-0.43
2021-08-19 09:14:04.436,-0.94,-0.535
2021-08-19 09:14:04.440,-0.96,-0.68
2021-08-19 09:14:04.444,-0.92,-0.735
2021-08-19 09:14:04.448,-0.76,-0.76
2021-08-19 09:14:04.452,-0.545,-0.725
2021-08-19 09:14:04.456,-0.35,-0.615
2021-08-19 09:14:04.460,-0.21,-0.48
2021-08-19 09:14:04.464,-0.155,-0.415
2021-08-19 09:14:04.468,-0.15,-0.37
2021-08-19 09:14:04.472,-0.145,-0.35
2021-08-19 09:14:04.476,-0.145,-0.325
2021-08-19 09:14:04.480,-0.09,-0.3
2021-08-19 09:14:04.484,-0.04,-0.29
2021-08-19 09:14:04.488,0.01,-0.28
2021-08-19 09:14:04.492,0.06,-0.275
2021-08-19 09:14:04.496,0.105,-0.275
2021-08-19 09:14:04.500,0.135,-0.265
2021-08-19 09:14:04.504,0.145,-0.24
2021-08-19 09:14:04.508,0.16,-0.225
2021-08-19 09:14:04.512,0.165,-0.235
2021-08-19 09:14:04.516,0.185,-0.225
2021-08-19 09:14:04.520,0.18,-0.21
2021-08-19 09:14:04.524,0.2,-0.185
2021-08-19 09:14:04.528,0.205,-0.195
2021-08-19 09:14:04.532,0.19,-0.18
2021-08-19 09:14:04.536,0.185,-0.175
2021-08-19 09:14:04.540,0.2,-0.145
2021-08-19 09:14:04.544,0.185,-0.15
2021-08-19 09:14:04.548,0.205,-0.11
2021-08-19 09:14:04.552,0.195,-0.105
2021-08-19 09:14:04.556,0.195,-0.08
2021-08-19 09:14:04.560,0.195,-0.08
2021-08-19 09:14:04.564,0.21,-0.08
2021-08-19 09:14:04.568,0.24,-0.07
2021-08-19 09:14:04.572,0.23,-0.065
2021-08-19 09:14:04.576,0.245,-0.095
2021-08-19 09:14:04.580,0.265,-0.12
2021-08-19 09:14:04.584,0.31,-0.15
2021-08-19 09:14:04.588,0.34,-0.175
2021-08-19 09:14:04.592,0.35,-0.19
2021-08-19 09:14:04.596,0.365,-0.2
