Time,ECG1,ECG2
2021-08-01 00:54:46.076,-0.23,-0.04
2021-08-01 00:54:46.080,-0.21,-0.03
2021-08-01 00:54:46.084,-0.235,-0.045
2021-08-01 00:54:46.088,-0.255,-0.045
2021-08-01 00:54:46.092,-0.24,-0.07
2021-08-01 00:54:46.096,-0.25,-0.06
2021-08-01 00:54:46.100,-0.26,-0.05
2021-08-01 00:54:46.104,-0.305,-0.05
2021-08-01 00:54:46.108,-0.3,-0.07
2021-08-01 00:54:46.112,-0.28,-0.075
2021-08-01 00:54:46.116,-0.25,-0.05
2021-08-01 00:54:46.120,-0.24,-0.065
2021-08-01 00:54:46.124,-0.25,-0.05
2021-08-01 00:54:46.128,-0.24,-0.075
2021-08-01 00:54:46.132,-0.26,-0.105
2021-08-01 00:54:46.136,-0.23,-0.09
2021-08-01 00:54:46.140,-0.22,-0.05
2021-08-01 00:54:46.144,-0.17,-0.075
2021-08-01 00:54:46.148,-0.19,-0.055
2021-08-01 00:54:46.152,-0.225,-0.08
2021-08-01 00:54:46.156,-0.26,-0.065
2021-08-01 00:54:46.160,-0.26,-0.1
2021-08-01 00:54:46.164,-0.26,-0.06
2021-08-01 00:54:46.168,-0.25,-0.07
2021-08-01 00:54:46.172,-0.24,-0.06
2021-08-01 00:54:46.176,-0.225,-0.06
2021-08-01 00:54:46.180,-0.205,-0.075
2021-08-01 00:54:46.184,-0.185,-0.07
2021-08-01 00:54:46.188,-0.19,-0.065
2021-08-01 00:54:46.192,-0.205,-0.065
2021-08-01 00:54:46.196,-0.22,-0.08
2021-08-01 00:54:46.200,-0.235,-0.08
2021-08-01 00:54:46.204,-0.24,-0.08
2021-08-01 00:54:46.208,-0.24,-0.1
2021-08-01 00:54:46.212,-0.24,-0.085
2021-08-01 00:54:46.216,-0.25,-0.055
2021-08-01 00:54:46.220,-0.225,-0.08
2021-08-01 00:54:46.224,-0.16,-0.07
2021-08-01 00:54:46.228,-0.175,-0.07
2021-08-01 00:54:46.232,-0.2,-0.07
2021-08-01 00:54:46.236,-0.21,-0.04
2021-08-01 00:54:46.240,-0.175,-0.05
2021-08-01 00:54:46.244,-0.13,-0.035
2021-08-01 00:54:46.248,-0.075,-0.015
2021-08-01 00:54:46.252,-0.02,0.005
2021-08-01 00:54:46.256,0.035,0.005
2021-08-01 00:54:46.260,0.055,0.02
2021-08-01 00:54:46.264,0.065,0.005
2021-08-01 00:54:46.268,0.06,-0.005
2021-08-01 00:54:46.272,0.035,-0.01
2021-08-01 00:54:46.276,-0.01,-0.025
2021-08-01 00:54:46.280,-0.04,-0.05
2021-08-01 00:54:46.284,-0.075,-0.085
2021-08-01 00:54:46.288,-0.105,-0.085
2021-08-01 00:54:46.292,-0.17,-0.12
2021-08-01 00:54:46.296,-0.21,-0.095
2021-08-01 00:54:46.300,-0.27,-0.115
2021-08-01 00:54:46.304,-0.31,-0.115
2021-08-01 00:54:46.308,-0.355,-0.1
2021-08-01 00:54:46.312,-0.39,-0.08
2021-08-01 00:54:46.316,-0.375,-0.08
2021-08-01 00:54:46.320,-0.37,-0.115
2021-08-01 00:54:46.324,-0.37,-0.095
2021-08-01 00:54:46.328,-0.385,-0.12
2021-08-01 00:54:46.332,-0.375,-0.115
2021-08-01 00:54:46.336,-0.38,-0.135
2021-08-01 00:54:46.340,-0.37,-0.135
2021-08-01 00:54:46.344,-0.35,-0.12
2021-08-01 00:54:46.348,-0.36,-0.14
2021-08-01 00:54:46.352,-0.35,-0.14
2021-08-01 00:54:46.356,-0.325,-0.15
2021-08-01 00:54:46.360,-0.3,-0.155
2021-08-01 00:54:46.364,-0.28,-0.15
2021-08-01 00:54:46.368,-0.315,-0.135
2021-08-01 00:54:46.372,-0.28,-0.15
2021-08-01 00:54:46.376,-0.295,-0.145
2021-08-01 00:54:46.380,-0.3,-0.125
2021-08-01 00:54:46.384,-0.32,-0.135
2021-08-01 00:54:46.388,-0.345,-0.14
2021-08-01 00:54:46.392,-0.37,-0.14
2021-08-01 00:54:46.396,-0.35,-0.14
2021-08-01 00:54:46.400,-0.32,-0.14
2021-08-01 00:54:46.404,-0.31,-0.135
2021-08-01 00:54:46.408,-0.34,-0.145
2021-08-01 00:54:46.412,-0.345,-0.145
2021-08-01 00:54:46.416,-0.33,-0.14
2021-08-01 00:54:46.420,-0.3,-0.15
2021-08-01 00:54:46.424,-0.225,-0.125
2021-08-01 00:54:46.428,-0.145,-0.13
2021-08-01 00:54:46.432,-0.04,-0.15
2021-08-01 00:54:46.436,0.04,-0.175
2021-08-01 00:54:46.440,0.11,-0.22
2021-08-01 00:54:46.444,0.13,-0.25
2021-08-01 00:54:46.448,0.13,-0.22
2021-08-01 00:54:46.452,0.09,-0.23
2021-08-01 00:54:46.456,0.06,-0.235
2021-08-01 00:54:46.460,0.075,-0.34
2021-08-01 00:54:46.464,0.19,-0.47
2021-08-01 00:54:46.468,0.45,-0.61
2021-08-01 00:54:46.472,0.765,-0.86
2021-08-01 00:54:46.476,1.095,-1.15
2021-08-01 00:54:46.480,1.27,-1.3
2021-08-01 00:54:46.484,1.21,-1.285
2021-08-01 00:54:46.488,0.865,-1.055
2021-08-01 00:54:46.492,0.36,-0.645
2021-08-01 00:54:46.496,-0.025,-0.305
2021-08-01 00:54:46.500,-0.215,-0.095
2021-08-01 00:54:46.504,-0.315,-0.015
2021-08-01 00:54:46.508,-0.38,0.035
2021-08-01 00:54:46.512,-0.43,0.045
2021-08-01 00:54:46.516,-0.45,0.01
2021-08-01 00:54:46.520,-0.465,0.005
2021-08-01 00:54:46.524,-0.48,-0.005
2021-08-01 00:54:46.528,-0.5,-0.025
2021-08-01 00:54:46.532,-0.525,-0.06
2021-08-01 00:54:46.536,-0.54,-0.07
2021-08-01 00:54:46.540,-0.545,-0.09
2021-08-01 00:54:46.544,-0.545,-0.12
2021-08-01 00:54:46.548,-0.54,-0.1
2021-08-01 00:54:46.552,-0.54,-0.11
2021-08-01 00:54:46.556,-0.51,-0.12
2021-08-01 00:54:46.560,-0.51,-0.12
2021-08-01 00:54:46.564,-0.5,-0.115
2021-08-01 00:54:46.568,-0.475,-0.13
2021-08-01 00:54:46.572,-0.465,-0.12
2021-08-01 00:54:46.576,-0.46,-0.12
2021-08-01 00:54:46.580,-0.47,-0.095
2021-08-01 00:54:46.584,-0.5,-0.14
2021-08-01 00:54:46.588,-0.51,-0.105
2021-08-01 00:54:46.592,-0.555,-0.11
2021-08-01 00:54:46.596,-0.58,-0.135
2021-08-01 00:54:46.600,-0.6,-0.135
2021-08-01 00:54:46.604,-0.58,-0.14
2021-08-01 00:54:46.608,-0.56,-0.14
2021-08-01 00:54:46.612,-0.56,-0.145
2021-08-01 00:54:46.616,-0.525,-0.12
2021-08-01 00:54:46.620,-0.53,-0.145
2021-08-01 00:54:46.624,-0.52,-0.145
2021-08-01 00:54:46.628,-0.53,-0.16
2021-08-01 00:54:46.632,-0.495,-0.17
2021-08-01 00:54:46.636,-0.46,-0.14
2021-08-01 00:54:46.640,-0.515,-0.17
2021-08-01 00:54:46.644,-0.555,-0.17
2021-08-01 00:54:46.648,-0.615,-0.175
2021-08-01 00:54:46.652,-0.585,-0.185
2021-08-01 00:54:46.656,-0.53,-0.18
2021-08-01 00:54:46.660,-0.5,-0.175
2021-08-01 00:54:46.664,-0.51,-0.18
2021-08-01 00:54:46.668,-0.49,-0.17
2021-08-01 00:54:46.672,-0.47,-0.17
2021-08-01 00:54:46.676,-0.48,-0.18
2021-08-01 00:54:46.680,-0.495,-0.18
2021-08-01 00:54:46.684,-0.49,-0.19
2021-08-01 00:54:46.688,-0.44,-0.18
2021-08-01 00:54:46.692,-0.415,-0.16
2021-08-01 00:54:46.696,-0.425,-0.17
2021-08-01 00:54:46.700,-0.42,-0.17
2021-08-01 00:54:46.704,-0.39,-0.17
2021-08-01 00:54:46.708,-0.385,-0.15
2021-08-01 00:54:46.712,-0.375,-0.175
2021-08-01 00:54:46.716,-0.435,-0.205
2021-08-01 00:54:46.720,-0.485,-0.19
2021-08-01 00:54:46.724,-0.51,-0.19
2021-08-01 00:54:46.728,-0.45,-0.2
2021-08-01 00:54:46.732,-0.41,-0.2
2021-08-01 00:54:46.736,-0.41,-0.205
2021-08-01 00:54:46.740,-0.405,-0.2
2021-08-01 00:54:46.744,-0.39,-0.19
2021-08-01 00:54:46.748,-0.375,-0.215
2021-08-01 00:54:46.752,-0.335,-0.22
2021-08-01 00:54:46.756,-0.31,-0.225
2021-08-01 00:54:46.760,-0.34,-0.22
2021-08-01 00:54:46.764,-0.36,-0.2
2021-08-01 00:54:46.768,-0.36,-0.205
2021-08-01 00:54:46.772,-0.37,-0.19
2021-08-01 00:54:46.776,-0.32,-0.2
2021-08-01 00:54:46.780,-0.315,-0.17
2021-08-01 00:54:46.784,-0.31,-0.185
2021-08-01 00:54:46.788,-0.33,-0.19
2021-08-01 00:54:46.792,-0.315,-0.16
2021-08-01 00:54:46.796,-0.32,-0.17
2021-08-01 00:54:46.800,-0.29,-0.15
2021-08-01 00:54:46.804,-0.3,-0.17
2021-08-01 00:54:46.808,-0.28,-0.18
2021-08-01 00:54:46.812,-0.3,-0.165
2021-08-01 00:54:46.816,-0.315,-0.165
2021-08-01 00:54:46.820,-0.32,-0.145
2021-08-01 00:54:46.824,-0.34,-0.13
2021-08-01 00:54:46.828,-0.345,-0.135
2021-08-01 00:54:46.832,-0.32,-0.145
2021-08-01 00:54:46.836,-0.32,-0.135
2021-08-01 00:54:46.840,-0.285,-0.14
2021-08-01 00:54:46.844,-0.31,-0.155
2021-08-01 00:54:46.848,-0.34,-0.13
2021-08-01 00:54:46.852,-0.38,-0.155
2021-08-01 00:54:46.856,-0.365,-0.15
2021-08-01 00:54:46.860,-0.34,-0.15
2021-08-01 00:54:46.864,-0.335,-0.145
2021-08-01 00:54:46.868,-0.32,-0.145
2021-08-01 00:54:46.872,-0.31,-0.155
2021-08-01 00:54:46.876,-0.305,-0.16
2021-08-01 00:54:46.880,-0.3,-0.16
2021-08-01 00:54:46.884,-0.295,-0.15
2021-08-01 00:54:46.888,-0.32,-0.17
2021-08-01 00:54:46.892,-0.345,-0.155
2021-08-01 00:54:46.896,-0.365,-0.16
2021-08-01 00:54:46.900,-0.355,-0.15
2021-08-01 00:54:46.904,-0.34,-0.145
2021-08-01 00:54:46.908,-0.29,-0.135
2021-08-01 00:54:46.912,-0.295,-0.13
2021-08-01 00:54:46.916,-0.295,-0.15
2021-08-01 00:54:46.920,-0.27,-0.13
2021-08-01 00:54:46.924,-0.255,-0.14
2021-08-01 00:54:46.928,-0.26,-0.14
2021-08-01 00:54:46.932,-0.29,-0.135
2021-08-01 00:54:46.936,-0.35,-0.155
2021-08-01 00:54:46.940,-0.345,-0.17
2021-08-01 00:54:46.944,-0.365,-0.175
2021-08-01 00:54:46.948,-0.34,-0.16
2021-08-01 00:54:46.952,-0.31,-0.15
2021-08-01 00:54:46.956,-0.32,-0.21
2021-08-01 00:54:46.960,-0.335,-0.2
2021-08-01 00:54:46.964,-0.33,-0.175
2021-08-01 00:54:46.968,-0.33,-0.18
2021-08-01 00:54:46.972,-0.32,-0.19
2021-08-01 00:54:46.976,-0.29,-0.175
2021-08-01 00:54:46.980,-0.295,-0.17
2021-08-01 00:54:46.984,-0.315,-0.175
2021-08-01 00:54:46.988,-0.32,-0.18
2021-08-01 00:54:46.992,-0.285,-0.185
2021-08-01 00:54:46.996,-0.3,-0.2
2021-08-01 00:54:47.000,-0.27,-0.185
2021-08-01 00:54:47.004,-0.29,-0.165
2021-08-01 00:54:47.008,-0.285,-0.165
2021-08-01 00:54:47.012,-0.275,-0.175
2021-08-01 00:54:47.016,-0.275,-0.2
2021-08-01 00:54:47.020,-0.28,-0.19
2021-08-01 00:54:47.024,-0.27,-0.19
2021-08-01 00:54:47.028,-0.285,-0.19
2021-08-01 00:54:47.032,-0.3,-0.2
2021-08-01 00:54:47.036,-0.315,-0.21
2021-08-01 00:54:47.040,-0.315,-0.205
2021-08-01 00:54:47.044,-0.345,-0.2
2021-08-01 00:54:47.048,-0.37,-0.18
2021-08-01 00:54:47.052,-0.335,-0.18
2021-08-01 00:54:47.056,-0.34,-0.2
2021-08-01 00:54:47.060,-0.3,-0.16
2021-08-01 00:54:47.064,-0.31,-0.185
2021-08-01 00:54:47.068,-0.335,-0.205
2021-08-01 00:54:47.072,-0.335,-0.235
2021-08-01 00:54:47.076,-0.305,-0.22
2021-08-01 00:54:47.080,-0.255,-0.21
2021-08-01 00:54:47.084,-0.275,-0.2
2021-08-01 00:54:47.088,-0.29,-0.215
2021-08-01 00:54:47.092,-0.295,-0.21
2021-08-01 00:54:47.096,-0.24,-0.185
2021-08-01 00:54:47.100,-0.16,-0.185
2021-08-01 00:54:47.104,-0.115,-0.16
2021-08-01 00:54:47.108,-0.075,-0.145
2021-08-01 00:54:47.112,-0.02,-0.15
2021-08-01 00:54:47.116,-0.015,-0.125
2021-08-01 00:54:47.120,-0.01,-0.125
2021-08-01 00:54:47.124,0.0,-0.115
2021-08-01 00:54:47.128,0.035,-0.14
2021-08-01 00:54:47.132,0.035,-0.15
2021-08-01 00:54:47.136,-0.035,-0.175
2021-08-01 00:54:47.140,-0.095,-0.195
2021-08-01 00:54:47.144,-0.155,-0.19
2021-08-01 00:54:47.148,-0.18,-0.205
