Time,ECG1,ECG2
2021-08-01 00:16:35.000,-0.075,-0.36
2021-08-01 00:16:35.004,-0.065,-0.34
2021-08-01 00:16:35.008,-0.055,-0.27
2021-08-01 00:16:35.012,-0.085,-0.13
2021-08-01 00:16:35.016,-0.045,0.085
2021-08-01 00:16:35.020,0.035,0.455
2021-08-01 00:16:35.024,0.145,0.98
2021-08-01 00:16:35.028,0.07,1.385
2021-08-01 00:16:35.032,-0.21,1.67
2021-08-01 00:16:35.036,-0.65,1.935
2021-08-01 00:16:35.100,-1.53,1.32
2021-08-01 00:16:35.104,-1.405,0.585
2021-08-01 00:16:35.108,-1.265,0.0
2021-08-01 00:16:35.112,-1.08,-0.37
2021-08-01 00:16:35.116,-0.885,-0.515
2021-08-01 00:16:35.120,-0.72,-0.635
2021-08-01 00:16:35.124,-0.505,-0.665
2021-08-01 00:16:35.128,-0.265,-0.65
2021-08-01 00:16:35.132,-0.07,-0.62
2021-08-01 00:16:35.136,0.09,-0.6
2021-08-01 00:16:35.140,0.255,-0.585
2021-08-01 00:16:35.144,0.35,-0.6
2021-08-01 00:16:35.148,0.4,-0.61
2021-08-01 00:16:35.152,0.44,-0.6
2021-08-01 00:16:35.156,0.465,-0.605
2021-08-01 00:16:35.160,0.49,-0.57
2021-08-01 00:16:35.164,0.52,-0.595
2021-08-01 00:16:35.168,0.53,-0.585
2021-08-01 00:16:35.172,0.515,-0.58
2021-08-01 00:16:35.176,0.53,-0.57
2021-08-01 00:16:35.180,0.55,-0.56
2021-08-01 00:16:35.184,0.58,-0.56
2021-08-01 00:16:35.188,0.585,-0.56
2021-08-01 00:16:35.192,0.61,-0.575
2021-08-01 00:16:35.196,0.61,-0.555
2021-08-01 00:16:35.200,0.605,-0.545
2021-08-01 00:16:35.204,0.615,-0.55
2021-08-01 00:16:35.208,0.635,-0.54
2021-08-01 00:16:35.212,0.665,-0.53
2021-08-01 00:16:35.216,0.68,-0.545
2021-08-01 00:16:35.220,0.69,-0.545
2021-08-01 00:16:35.224,0.73,-0.56
2021-08-01 00:16:35.228,0.75,-0.555
2021-08-01 00:16:35.232,0.775,-0.56
2021-08-01 00:16:35.236,0.78,-0.6
2021-08-01 00:16:35.240,0.82,-0.61
2021-08-01 00:16:35.244,0.845,-0.63
2021-08-01 00:16:35.248,0.86,-0.66
2021-08-01 00:16:35.252,0.88,-0.68
2021-08-01 00:16:35.256,0.91,-0.705
2021-08-01 00:16:35.260,0.95,-0.7
2021-08-01 00:16:35.264,0.97,-0.735
2021-08-01 00:16:35.268,0.99,-0.795
2021-08-01 00:16:35.272,1.04,-0.795
2021-08-01 00:16:35.276,1.045,-0.795
2021-08-01 00:16:35.280,1.075,-0.79
2021-08-01 00:16:35.284,1.09,-0.815
2021-08-01 00:16:35.288,1.09,-0.8
2021-08-01 00:16:35.292,1.125,-0.79
2021-08-01 00:16:35.296,1.075,-0.79
2021-08-01 00:16:35.300,1.07,-0.765
2021-08-01 00:16:35.304,1.06,-0.75
2021-08-01 00:16:35.308,1.06,-0.68
2021-08-01 00:16:35.312,1.01,-0.645
2021-08-01 00:16:35.316,0.91,-0.595
2021-08-01 00:16:35.320,0.855,-0.535
2021-08-01 00:16:35.324,0.815,-0.46
2021-08-01 00:16:35.328,0.755,-0.41
2021-08-01 00:16:35.332,0.7,-0.39
2021-08-01 00:16:35.336,0.63,-0.34
2021-08-01 00:16:35.340,0.565,-0.32
2021-08-01 00:16:35.344,0.505,-0.26
2021-08-01 00:16:35.348,0.45,-0.245
2021-08-01 00:16:35.352,0.36,-0.23
2021-08-01 00:16:35.356,0.3,-0.215
2021-08-01 00:16:35.360,0.24,-0.215
2021-08-01 00:16:35.364,0.185,-0.23
2021-08-01 00:16:35.368,0.13,-0.245
2021-08-01 00:16:35.372,0.08,-0.235
2021-08-01 00:16:35.376,0.05,-0.24
2021-08-01 00:16:35.380,0.015,-0.235
2021-08-01 00:16:35.384,-0.02,-0.245
2021-08-01 00:16:35.388,-0.04,-0.245
2021-08-01 00:16:35.392,-0.05,-0.26
2021-08-01 00:16:35.396,-0.055,-0.26
2021-08-01 00:16:35.400,-0.08,-0.28
2021-08-01 00:16:35.404,-0.095,-0.29
2021-08-01 00:16:35.408,-0.105,-0.295
2021-08-01 00:16:35.412,-0.085,-0.295
2021-08-01 00:16:35.416,-0.105,-0.31
2021-08-01 00:16:35.420,-0.09,-0.305
2021-08-01 00:16:35.424,-0.08,-0.305
2021-08-01 00:16:35.428,-0.1,-0.31
2021-08-01 00:16:35.432,-0.09,-0.32
2021-08-01 00:16:35.436,-0.11,-0.305
2021-08-01 00:16:35.440,-0.11,-0.315
2021-08-01 00:16:35.444,-0.105,-0.335
2021-08-01 00:16:35.448,-0.12,-0.34
2021-08-01 00:16:35.452,-0.12,-0.315
2021-08-01 00:16:35.456,-0.11,-0.345
